feature	PT1	PT2	PT3
SUPT20H	12	318	2
SUPT20HL1	0	0	8
SUPT20HL2	0	0	0
SUPT3H	42	96	2
SUPT4H1	258	634	30
SUPT5H	22	36	1128
SUPT6H	14	232	6104
SUPT7L	60	226	914
SUPV3L1	0	170	8
SURF1	1716	3766	16
SURF2	4	256	2
SURF4	50	488	4
SURF6	698	122	8
SUSD1	442	296	4
SUSD2	0	0	0
SUSD3	8	1050	10
SUSD4	0	2	10
SUSD5	0	0	0
SUSD6	32	560	148
SUV39H1	0	2	44
SUV39H2	0	0	2
SUV420H1	16	240	1540
SUV420H2	0	0	0
SUZ12	310	98	0
SUZ12P1	0	6	2
SV2A	0	0	4
SV2B	0	0	6
SV2C	0	130	4
SVBP	170	656	648
SVEP1	0	0	0
SVIL	12	92	542
SVIL-AS1	398	74	0
SVILP1	136	0	4
SVIP	130	532	102
SVOP	2	0	2
SVOPL	0	0	0
SWAP70	0	644	28
SWI5	12	0	0
SWSAP1	0	60	152
SWT1	0	0	0
SYAP1	8	172	0
SYBU	0	0	2
SYCE1	0	0	8
SYCE1L	0	0	2
SYCE2	2	16	0
SYCE3	0	2	6
SYCN	0	0	0
SYCP1	0	0	0
SYCP2	4	0	0
SYCP2L	0	0	2
SYCP3	8	0	0
SYDE1	0	0	126
SYDE2	0	0	0
SYF2	2168	3106	332
SYK	862	1270	20
SYMPK	0	0	10
SYN1	0	0	2
SYN2	0	0	2
SYN3	0	0	2
SYNC	0	0	2
SYNCRIP	960	10	116
SYNDIG1	0	0	0
SYNDIG1L	0	0	8
SYNE1	668	78	830
SYNE1-AS1	0	0	0
SYNE2	0	182	14
SYNE3	0	6	0
SYNE4	0	0	2
SYNGAP1	52	48	10
SYNGR1	14	422	16
SYNGR2	186	5406	248
SYNGR3	0	96	2
SYNGR4	0	0	6
SYNJ1	518	0	2
SYNJ2	24	8	12
SYNJ2-IT1	0	0	0
SYNJ2BP	2	4	0
SYNJ2BP-COX16	0	0	0
SYNM	0	0	6
SYNPO	0	0	12
SYNPO2	0	0	2
SYNPO2L	0	0	0
SYNPR	0	0	0
SYNPR-AS1	0	0	0
SYNRG	106	106	12
SYP	0	2	0
SYP-AS1	0	0	0
SYPL1	0	48	0
SYPL2	0	0	2
SYS1	132	34	0
SYS1-DBNDD2	0	0	0
SYT1	0	0	2
SYT10	0	0	4
SYT11	2	104	0
SYT12	0	0	10
SYT13	0	0	6
SYT14	0	0	16
SYT14P1	0	0	0
SYT15	0	0	2
SYT16	0	14	4
SYT17	0	0	148
SYT2	38	44	12
SYT3	0	0	0
SYT4	0	0	0
SYT5	0	0	458
SYT6	0	0	2
SYT7	228	0	6
SYT8	0	0	2
SYT9	0	0	6
SYTL1	100	650	434
SYTL2	398	0	50
SYTL3	14	312	6
SYTL4	14	10	0
SYTL5	0	0	0
SYVN1	84	30	0
SZRD1	310	42	0
SZT2	0	658	70
T	0	0	6
TAAR1	0	0	0
TAAR2	0	0	0
TAAR3	0	0	0
TAAR5	0	0	0
TAAR6	0	0	0
TAAR8	0	0	0
TAAR9	0	0	0
TAB1	8	174	6
TAB2	82	90	0
TAB3	26	152	4
TAC1	0	0	0
TAC3	0	0	6
TAC4	0	0	0
TACC1	1022	346	38
TACC2	0	0	16
TACC3	474	702	202
TACO1	2	0	0
TACR1	0	0	2
TACR2	0	0	2
TACR3	0	0	4
TACSTD2	0	0	2
TADA1	2	28	8
TADA2A	0	0	0
TADA2B	24	188	52
TADA3	502	1508	2400
TAF1	0	32	0
TAF10	456	860	72
TAF11	126	4	0
TAF12	36	1462	36
TAF13	0	0	0
TAF15	0	0	0
TAF1A	0	0	0
TAF1A-AS1	0	0	0
TAF1B	0	0	0
TAF1C	30	204	100
TAF1D	152	6	16
TAF1L	0	0	0
TAF2	2	10	148
TAF3	10	48	474
TAF4	16	212	0
TAF4B	6	0	8
TAF5	2	6	2
TAF5L	52	0	0
TAF6	468	432	2
TAF6L	74	10	12
TAF7	418	360	120
TAF7L	0	0	0
TAF8	16	0	2
TAF9	28	152	0
TAF9B	14	130	0
TAGAP	1218	1534	8
TAGLN	34	396	760
TAGLN2	1658	4918	90
TAGLN3	0	0	0
TAL1	42	290	256
TAL2	0	0	0
TALDO1	5134	9718	302
TAMM41	100	578	2
TANC1	0	0	4
TANC2	0	2	64
TANGO2	502	1914	66
TANGO6	0	40	6
TANK	28	242	66
TAOK1	452	910	0
TAOK2	0	6	2
TAOK3	26	262	50
TAP1	12	1368	0
TAP2	92	20	0
TAPBP	2070	5112	1738
TAPBPL	198	42	6
TAPT1	42	4	0
TAPT1-AS1	4	0	16
TARBP1	0	302	0
TARBP2	2	18	6
TARDBP	26	1942	50
TARID	0	0	0
TARM1	0	0	0
TARP	446	0	6
TARS	20	20	2
TARS2	2	590	0
TARSL2	40	2	2
TAS1R1	2	0	0
TAS1R2	0	0	0
TAS1R3	0	0	2
TAS2R1	0	0	0
TAS2R10	0	0	0
TAS2R13	0	0	0
TAS2R14	0	0	0
TAS2R16	0	0	0
TAS2R19	0	0	0
TAS2R20	0	0	0
TAS2R3	0	0	0
TAS2R30	0	0	0
TAS2R31	0	0	0
TAS2R38	0	0	2
TAS2R39	0	0	0
TAS2R4	0	0	0
TAS2R40	0	0	0
TAS2R41	0	0	0
TAS2R42	0	0	4
TAS2R43	0	0	0
TAS2R45	0	0	0
TAS2R46	0	0	0
TAS2R5	0	0	0
TAS2R50	0	0	0
TAS2R60	0	0	0
TAS2R7	0	0	0
TAS2R8	0	0	0
TAS2R9	0	0	2
TASP1	0	108	4
TAT	2	0	2
TAT-AS1	0	0	2
TATDN1	70	320	0
TATDN2	532	220	48
TATDN3	24	146	0
TAX1BP1	486	512	6
TAX1BP3	4	0	0
TAZ	56	72	472
TBATA	0	0	0
TBC1D1	118	552	834
TBC1D10A	0	2	8
TBC1D10B	818	806	4
TBC1D10C	502	564	52
TBC1D12	0	0	0
TBC1D13	50	348	0
TBC1D14	68	132	4
TBC1D15	2	114	0
TBC1D16	10	0	558
TBC1D17	2	202	6
TBC1D19	2	0	0
TBC1D2	4	6	0
TBC1D20	48	1062	24
TBC1D21	0	0	4
TBC1D22A	108	304	8
TBC1D22A-AS1	362	2	0
TBC1D22B	4	0	0
TBC1D23	66	26	0
TBC1D24	472	38	108
TBC1D25	0	6	0
TBC1D26	0	0	8
TBC1D28	0	0	4
TBC1D29	0	0	0
TBC1D2B	8	768	8
TBC1D3	0	0	0
TBC1D30	0	0	8
TBC1D31	16	0	6
TBC1D32	0	0	2
TBC1D3B	0	0	0
TBC1D3C	0	0	0
TBC1D3F	0	0	0
TBC1D3H	0	0	0
TBC1D3K	0	0	0
TBC1D3L	0	0	0
TBC1D3P1-DHX40P1	0	0	0
TBC1D3P2	0	0	0
TBC1D3P5	0	0	8
TBC1D4	14	4	0
TBC1D5	148	26	30
TBC1D7	144	344	0
TBC1D8	294	6	12
TBC1D8B	0	0	0
TBC1D9	88	226	4
TBC1D9B	100	784	16
TBCA	212	278	4
TBCB	654	3082	202
TBCC	428	3092	28
TBCCD1	0	0	6
TBCD	144	586	130
TBCE	0	0	4
TBCEL	2	48	8
TBCK	32	60	2
TBK1	214	224	0
TBKBP1	36	10	38
TBL1X	800	766	80
TBL1XR1	452	228	10
TBL1Y	0	0	14
TBL2	400	98	18
TBL3	50	10	284
TBP	2	6	2
TBPL1	1250	908	140
TBPL2	0	0	0
TBR1	0	0	4
TBRG1	154	782	2
TBRG4	4	878	46
TBX1	0	0	2
TBX10	0	0	10
TBX15	0	0	6
TBX18	0	0	12
TBX19	92	0	12
TBX2	0	0	0
TBX2-AS1	0	0	2
TBX20	0	0	0
TBX21	48	32	36
TBX22	0	0	0
TBX3	0	0	6
TBX4	0	0	6
TBX5	0	0	0
TBX5-AS1	0	0	0
TBX6	0	0	0
TBXA2R	0	364	4
TBXAS1	1158	2610	12
TC2N	136	126	4
TCAF1	0	0	0
TCAF2	0	0	0
TCAF2P1	0	0	0
TCAIM	4	2	6
TCAM1P	0	0	4
TCAP	0	0	0
TCEA1	508	88	0
TCEA2	150	126	14
TCEA3	0	248	4
TCEAL1	32	0	0
TCEAL2	0	0	0
TCEAL3	2	0	0
TCEAL4	46	432	10
TCEAL5	0	0	2
TCEAL6	0	0	0
TCEAL7	0	0	0
TCEAL8	684	136	0
TCEANC	2	0	2
TCEANC2	66	2	248
TCEB1	1842	102	0
TCEB2	2372	4066	7658
TCEB3	182	48	4
TCEB3-AS1	0	0	0
TCEB3B	0	0	0
TCEB3C	0	0	0
TCEB3CL	0	0	0
TCEB3CL2	0	0	0
TCERG1	0	36	0
TCERG1L	0	0	6
TCERG1L-AS1	0	0	0
TCF12	0	16	0
TCF15	0	0	0
TCF19	22	4	0
TCF20	530	34	18
TCF21	0	0	0
TCF23	0	0	0
TCF24	0	0	0
TCF25	224	1246	68
TCF3	658	76	176
TCF4	2	4	2
TCF7	1006	1334	270
TCF7L1	0	0	2
TCF7L2	0	202	38
TCFL5	38	64	0
TCHH	0	0	2
TCHHL1	0	0	0
TCHP	0	88	4
TCIRG1	1072	1952	676
TCL1A	658	952	38
TCL1B	0	0	10
TCL6	0	20	0
TCN1	2	162	0
TCN2	0	174	340
TCOF1	10	8	6
TCONS_00029157	0	0	0
TCP1	66	1732	12
TCP10	0	0	0
TCP10L	0	140	4
TCP10L2	0	0	2
TCP11	0	0	0
TCP11L1	0	0	12
TCP11L2	96	794	4
TCP11X2	0	0	0
TCTA	2	820	0
TCTE1	0	0	0
TCTE3	0	0	0
TCTEX1D1	0	0	0
TCTEX1D2	38	6	4
TCTEX1D4	0	0	2
TCTN1	604	0	2
TCTN2	0	0	6
TCTN3	1242	6	42
TDG	26	14	2
TDGF1	0	0	0
TDGF1P3	0	0	0
TDH	0	0	2
TDO2	0	0	0
TDP1	140	208	4
TDP2	198	298	8
TDRD1	0	0	6
TDRD10	0	0	6
TDRD12	0	0	2
TDRD15	0	0	2
TDRD3	2	0	6
TDRD5	0	0	0
TDRD6	0	0	0
TDRD7	0	462	4
TDRD9	42	0	10
TDRG1	0	0	0
TDRKH	0	0	0
TDRP	14	0	0
TEAD1	0	0	16
TEAD2	0	0	0
TEAD3	0	0	2
TEAD4	0	0	0
TEC	0	0	8
TECPR1	126	128	54
TECPR2	218	146	12
TECR	156	1900	22
TECRL	0	0	2
TECTA	0	0	12
TECTB	0	0	6
TEDDM1	0	0	0
TEF	368	0	0
TEFM	16	26	4
TEK	4	0	2
TEKT1	0	0	0
TEKT2	0	0	256
TEKT3	0	0	2
TEKT4	0	4	0
TEKT4P2	0	0	0
TEKT5	0	0	4
TELO2	0	0	10
TEN1	0	0	0
TEN1-CDK3	0	0	2
TENM1	38	70	10
TENM2	10	0	27974
TENM3	0	0	488
TENM4	0	0	6
TEP1	114	16	14
TEPP	0	0	0
TERC	0	0	0
TERF1	44	20	0
TERF2	26	156	26
TERF2IP	966	1358	42
TERT	0	0	6
TES	1326	1162	2
TESC	94	656	20
TESC-AS1	0	0	0
TESK1	106	20	42
TESK2	52	6	2
TESPA1	156	776	4
TET1	0	14	0
TET2	60	40	6
TET2-AS1	0	0	4
TET3	160	30	4
TEX10	2	6	2
TEX101	0	0	0
TEX11	0	0	0
TEX12	0	0	0
TEX13A	0	0	0
TEX13B	0	0	10
TEX14	0	0	6
TEX15	0	0	0
TEX19	0	0	2
TEX2	606	234	6
TEX21P	0	0	0
TEX22	0	4	0
TEX26	0	0	4
TEX26-AS1	0	0	4
TEX261	56	16	8
TEX264	466	2540	196
TEX28	0	0	0
TEX29	0	0	0
TEX30	4	34	0
TEX33	0	0	12
TEX35	0	0	12
TEX36	0	0	0
TEX36-AS1	0	0	0
TEX37	168	0	0
TEX38	0	0	0
TEX40	0	0	0
TEX41	0	0	0
TEX43	0	0	0
TEX9	0	0	0
TF	0	0	0
TFAM	392	396	2
TFAMP1	0	0	0
TFAP2A	0	0	0
TFAP2A-AS1	0	0	0
TFAP2B	0	0	6
TFAP2C	0	0	0
TFAP2D	0	0	0
TFAP2E	0	0	4
TFAP4	26	0	4
TFB1M	4	8	8
TFB2M	10	0	4
TFCP2	2040	1020	4
TFCP2L1	0	0	0
TFDP1	108	36	302
TFDP2	1204	62	42
TFDP3	0	0	0
TFE3	430	858	6
TFEB	16	4	44
TFEC	0	10	0
TFF1	0	0	0
TFF2	0	0	2
TFF3	0	6	4
TFG	6	138	16
TFIP11	320	36	320
TFPI	0	0	6
TFPI2	0	0	0
TFPT	66	488	0
TFR2	0	0	4
TFRC	0	2	6
TG	6	0	22
TGDS	0	0	10
TGFA	0	844	0
TGFA-IT1	0	0	0
TGFB1	482	1646	1594
TGFB1I1	0	6	0
TGFB2	0	0	16
TGFB2-AS1	0	0	0
TGFB2-OT1	0	0	0
TGFB3	0	0	2
TGFBI	126	934	6
TGFBR1	48	8	2
TGFBR2	830	2010	1230
TGFBR3	368	2054	22
TGFBR3L	0	0	4
TGFBRAP1	16	366	4
TGIF1	2	8	10
TGIF2	94	30	24
TGIF2-C20orf24	0	0	0
TGIF2LX	0	0	0
TGIF2LY	0	0	0
TGM1	0	0	6
TGM2	0	874	50
TGM3	962	186	0
TGM4	0	0	8
TGM5	0	0	4
TGM6	0	0	0
TGM7	0	0	0
TGOLN2	1012	586	104
TGS1	0	0	4
TH	0	0	0
TH2LCRR	0	0	0
THADA	40	1048	10
THAP1	40	136	2
THAP10	0	0	0
THAP11	968	168	0
THAP2	30	2	4
THAP3	4	90	70
THAP4	148	20	1050
THAP5	10	2	4
THAP6	4	0	2
THAP7	56	284	0
THAP7-AS1	0	0	4
THAP8	0	0	0
THAP9	0	0	0
THAP9-AS1	0	0	4
THBD	26	2	0
THBS1	0	552	928
THBS2	0	0	62
THBS3	0	2	26
THBS4	10	0	0
THCAT155	0	0	10
THCAT158	30	0	0
THEG	0	0	0
THEG5	0	0	0
THEGL	0	0	0
THEM4	112	6	6
THEM5	40	50	0
THEM6	72	126	0
THEMIS	10	0	0
THEMIS2	2844	4498	686
THG1L	10	178	0
THNSL1	0	14	0
THNSL2	0	0	0
THOC1	8	0	12
THOC2	424	118	6
THOC3	12	46	0
THOC5	34	376	10
THOC6	28	10	0
THOC7	156	208	0
THOC7-AS1	0	0	0
THOP1	0	60	0
THPO	0	0	0
THRA	0	0	2
THRA1/BTR	0	0	0
THRAP3	306	564	262
THRB	0	0	22
THRB-AS1	0	0	0
THRIL	0	0	6
THRSP	0	0	0
THSD1	1146	0	0
THSD4	0	0	2
THSD4-AS1	0	0	0
THSD4-AS2	0	0	0
THSD7A	0	0	14
THSD7B	0	0	0
THTPA	184	250	0
THUMPD1	54	266	2
THUMPD2	2	0	0
THUMPD3	126	0	1436
THUMPD3-AS1	234	64	644
THY1	0	0	0
THYN1	1226	1498	8988
TIA1	648	502	4
TIAF1	0	0	0
TIAL1	566	20	2
TIAM1	126	144	4
TIAM2	0	0	0
TICAM1	0	40	4
TICAM2	0	0	0
TICRR	0	6	2
TIE1	0	0	4
TIFA	2	208	0
TIFAB	0	0	0
TIGAR	372	2	6
TIGD1	2	8	8
TIGD2	0	0	0
TIGD3	306	346	60
TIGD4	0	0	0
TIGD5	4	0	0
TIGD6	0	0	0
TIGD7	348	18	0
TIGIT	0	42	16
TIMD4	0	0	0
TIMELESS	4	0	2
TIMM10	252	710	28
TIMM10B	4	762	2
TIMM13	396	690	3710
TIMM17A	1350	838	6
TIMM17B	600	1106	774
TIMM21	0	82	0
TIMM22	14	290	40
TIMM23	578	2980	6
TIMM23B	0	4	10
TIMM44	12	2	2
TIMM50	20	236	28
TIMM8A	0	50	0
TIMM8B	534	354	498
TIMM9	122	250	10
TIMMDC1	740	1028	0
TIMP1	708	3532	410
TIMP2	2550	1424	570
TIMP3	0	0	8
TIMP4	0	0	0
TINAG	0	0	2
TINAGL1	0	0	0
TINCR	0	0	2
TINF2	408	270	32
TIPARP	0	106	0
TIPARP-AS1	10	0	0
TIPIN	0	0	0
TIPRL	152	1208	0
TIRAP	0	2	0
TISP43	0	0	0
TJAP1	74	406	12
TJP1	0	0	0
TJP2	74	400	10
TJP3	0	14	0
TK1	0	0	2
TK2	1382	36	2
TKFC	48	42	4
TKT	1438	1612	98
TKTL1	72	656	6
TKTL2	0	0	0
TLCD1	0	0	0
TLCD2	0	0	12
TLDC1	10	34	0
TLDC2	0	0	2
TLE1	0	4	6
TLE2	0	58	8
TLE3	44	114	122
TLE4	594	2626	42
TLE6	0	0	6
TLK1	42	164	4
TLK2	14	166	22
TLL1	0	0	4
TLL2	0	0	2
TLN1	2568	6030	186
TLN2	0	0	22
TLR1	136	2446	16
TLR10	48	182	0
TLR2	1146	1058	28
TLR3	0	0	0
TLR4	480	7716	72
TLR5	14	662	0
TLR6	136	260	12
TLR7	0	4	0
TLR8	40	526	6
TLR8-AS1	0	0	0
TLR9	6	12	0
TLX1	0	0	2
TLX1NB	0	0	6
TLX2	0	0	0
TLX3	0	0	6
TM2D1	150	778	4
TM2D2	90	1832	0
TM2D3	652	2946	0
TM4SF1	0	0	0
TM4SF1-AS1	0	0	0
TM4SF18	0	0	0
TM4SF19	0	0	0
TM4SF19-AS1	0	0	0
TM4SF19-TCTEX1D2	0	0	0
TM4SF20	0	2	0
TM4SF4	0	0	0
TM4SF5	0	0	20
TM6SF1	182	2030	4
TM6SF2	0	0	0
TM7SF2	0	602	2
TM7SF3	224	422	2
TM9SF1	2	1502	0
TM9SF2	1522	2018	34
TM9SF3	204	754	70
TM9SF4	74	52	70
TMA16	10	60	2
TMA7	1098	1092	1070
TMBIM1	1910	1646	26
TMBIM4	4442	9574	8
TMBIM6	11532	26558	4820
TMC1	0	0	4
TMC2	0	0	0
TMC3	0	0	2
TMC3-AS1	0	0	0
TMC4	112	0	0
TMC5	66	78	196
TMC6	294	358	678
TMC7	0	0	0
TMC8	52	888	554
TMCC1	448	372	2
TMCC1-AS1	0	6	0
TMCC2	0	936	16
TMCC3	352	306	196
TMCO1	344	2236	168
TMCO2	0	0	0
TMCO3	2	402	4
TMCO4	4	0	8
TMCO5A	0	0	2
TMCO5B	0	0	0
TMCO6	0	388	2
TMED1	602	610	6
TMED10	2188	2186	6
TMED10P1	10	6	2
TMED11P	0	0	0
TMED2	582	386	6
TMED3	94	1580	6
TMED4	1014	772	44
TMED5	254	180	36
TMED6	0	0	2
TMED7	98	312	6
TMED7-TICAM2	0	0	0
TMED8	0	0	0
TMED9	28	30	0
TMEFF1	0	0	0
TMEFF2	0	0	0
TMEM100	0	0	0
TMEM101	110	916	4934
TMEM102	0	0	0
TMEM104	148	108	0
TMEM105	0	0	0
TMEM106A	32	0	2
TMEM106B	0	46	4
TMEM106C	244	916	0
TMEM107	74	172	0
TMEM108	0	0	0
TMEM108-AS1	0	0	0
TMEM109	86	198	68
TMEM11	1346	2228	10
TMEM110	98	0	0
TMEM110-MUSTN1	0	0	0
TMEM114	0	0	6
TMEM115	14	324	10
TMEM116	18	2	4
TMEM117	0	0	0
TMEM119	0	0	4
TMEM120A	630	560	10
TMEM120B	52	0	2
TMEM121	0	0	0
TMEM123	184	1096	4
TMEM125	0	0	0
TMEM126A	384	280	2
TMEM126B	200	210	2
TMEM127	1146	1074	178
TMEM128	26	132	4
TMEM129	312	64	6
TMEM130	0	0	2
TMEM131	252	1958	34
TMEM132A	0	0	0
TMEM132B	0	0	4
TMEM132C	0	0	4
TMEM132D	0	0	0
TMEM132E	0	0	2
TMEM133	0	0	0
TMEM134	806	1300	304
TMEM135	16	0	248
TMEM136	0	0	0
TMEM138	2	782	864
TMEM139	0	0	0
TMEM140	344	1640	16
TMEM141	0	334	4
TMEM143	0	860	4
TMEM144	0	0	0
TMEM145	0	0	2
TMEM147	1072	1746	4
TMEM147-AS1	18	0	10
TMEM14A	34	318	64
TMEM14B	190	282	0
TMEM14C	2	520	4
TMEM14E	0	0	0
TMEM150A	0	30	4
TMEM150B	0	0	6
TMEM150C	0	0	0
TMEM151A	0	0	2
TMEM151B	0	0	0
TMEM154	472	468	100382
TMEM155	0	0	2
TMEM156	12	6	2
TMEM158	0	0	0
TMEM159	0	0	56
TMEM160	124	436	442
TMEM161A	0	0	0
TMEM161B	2	4	386
TMEM161B-AS1	2	68	4
TMEM163	88	0	0
TMEM164	520	868	1096
TMEM165	310	276	0
TMEM167A	1872	1274	36
TMEM167B	834	1098	0
TMEM168	12	8	10
TMEM169	2	0	0
TMEM17	0	0	0
TMEM170A	576	270	0
TMEM170B	0	14	6
TMEM171	0	262	0
TMEM173	96	492	4
TMEM174	0	0	0
TMEM175	4	612	14
TMEM176A	788	1966	16
TMEM176B	256	1138	2632
TMEM177	0	44	0
TMEM178A	0	0	0
TMEM178B	0	0	4
TMEM179	0	0	4
TMEM179B	956	3266	4
TMEM18	8	220	24
TMEM180	40	50	2
TMEM181	932	90	2
TMEM182	0	0	0
TMEM183A	216	498	2
TMEM183B	4	436	0
TMEM184A	0	0	6
TMEM184B	14	18	32
TMEM184C	0	0	0
TMEM185A	400	70	4
TMEM185B	24	58	12
TMEM186	34	0	8
TMEM187	24	0	0
TMEM189	10	10	0
TMEM189-UBE2V1	0	0	0
TMEM19	0	134	4
TMEM190	0	0	0
TMEM191A	16	120	16
TMEM191B	6	22	0
TMEM191C	0	24	0
TMEM192	0	92	0
TMEM196	0	0	4
TMEM198	0	0	6
TMEM198B	0	18	2
TMEM199	188	1030	2
TMEM2	144	354	224
TMEM200A	0	0	8
TMEM200B	0	0	0
TMEM200C	0	0	0
TMEM201	0	4	8
TMEM202	0	0	0
TMEM203	346	1234	2594
TMEM204	18	0	0
TMEM205	894	1720	24
TMEM206	0	0	4
TMEM207	0	0	0
TMEM208	1202	1736	14
TMEM209	22	1430	4
TMEM210	0	0	0
TMEM211	0	0	0
TMEM212	0	0	0
TMEM212-AS1	0	0	6
TMEM213	0	0	0
TMEM214	16	22	14
TMEM215	0	0	0
TMEM216	298	798	6
TMEM217	0	0	0
TMEM218	6	1822	88
TMEM219	5218	13646	558
TMEM220	0	32	0
TMEM220-AS1	0	0	0
TMEM221	0	0	6
TMEM222	26	736	12
TMEM223	178	686	0
TMEM225	0	0	0
TMEM229A	0	0	4
TMEM229B	28	10	1166
TMEM230	950	1732	6
TMEM231	0	0	0
TMEM232	0	0	0
TMEM233	0	0	0
TMEM234	310	548	0
TMEM235	0	0	0
TMEM236	0	0	6
TMEM237	0	0	6
TMEM238	0	0	26
TMEM239	0	0	0
TMEM240	0	0	0
TMEM241	0	0	0
TMEM242	298	800	2
TMEM243	38	502	0
TMEM244	0	0	0
TMEM245	14	936	18
TMEM246	0	0	22
TMEM246-AS1	0	0	0
TMEM247	0	0	0
TMEM248	728	290	4
TMEM249	0	0	6
TMEM25	0	0	0
TMEM251	154	186	2
TMEM252	0	2	0
TMEM253	0	0	0
TMEM254	4	28	4
TMEM254-AS1	0	0	4
TMEM255A	0	0	16
TMEM255B	0	0	4
TMEM256	68	26	0
TMEM256-PLSCR3	0	0	2
TMEM257	0	0	0
TMEM258	450	814	1126
TMEM259	10	136	132
TMEM26	0	0	0
TMEM26-AS1	0	0	0
TMEM260	0	0	2
TMEM261	374	186	6
TMEM262	0	0	0
TMEM263	4	14	0
TMEM265	158	14	40
TMEM27	0	0	0
TMEM30A	238	450	2
TMEM30B	2	0	0
TMEM30C	0	0	0
TMEM31	0	0	0
TMEM33	28	180	4
TMEM35	0	0	0
TMEM37	0	0	0
TMEM38A	36	0	0
TMEM38B	2	24	0
TMEM39A	28	332	2
TMEM39B	0	126	2
TMEM40	0	144	12
TMEM41A	6	4	6
TMEM41B	44	38	2
TMEM42	24	768	0
TMEM43	502	598	22
TMEM44	0	18	2
TMEM44-AS1	12	0	2
TMEM45A	0	0	0
TMEM45B	16	420	2
TMEM47	0	0	0
TMEM5	8	24	0
TMEM5-AS1	0	0	0
TMEM50A	1390	4418	386
TMEM50B	370	1274	2
TMEM51	0	2	0
TMEM51-AS1	0	0	60
TMEM52	0	0	0
TMEM52B	2	0	0
TMEM53	20	0	0
TMEM54	0	0	0
TMEM55A	38	682	6
TMEM55B	2	1036	6
TMEM56	0	0	0
TMEM56-RWDD3	0	0	0
TMEM57	2	30	2
TMEM59	3812	16602	72
TMEM59L	0	0	0
TMEM60	1262	1322	2
TMEM61	0	0	0
TMEM62	4	330	2
TMEM63A	14	246	16
TMEM63B	2	2	6
TMEM63C	0	0	0
TMEM64	12	0	4
TMEM65	504	18	2
TMEM67	0	4	0
TMEM68	10	72	0
TMEM69	8	144	2
TMEM70	0	894	0
TMEM71	102	1240	0
TMEM72	0	0	2
TMEM72-AS1	0	2	6
TMEM74	0	0	0
TMEM74B	0	0	6
TMEM75	0	2	0
TMEM79	396	158	0
TMEM80	314	798	0
TMEM81	0	4	0
TMEM82	0	0	4
TMEM86A	0	0	2
TMEM86B	0	44	4
TMEM87A	84	222	2
TMEM87B	60	28	424
TMEM88	0	0	0
TMEM88B	0	0	0
TMEM89	0	0	0
TMEM8A	244	1278	210
TMEM8B	0	0	8
TMEM8C	0	0	0
TMEM9	46	1764	56
TMEM91	376	618	36
TMEM92	0	0	0
TMEM92-AS1	0	0	2
TMEM95	0	0	0
TMEM97	0	14	2
TMEM98	0	0	0
TMEM99	0	70	0
TMEM9B	714	880	4
TMEM9B-AS1	0	0	0
TMF1	6	210	2
TMIE	0	0	0
TMIGD1	0	0	0
TMIGD2	358	56	2
TMIGD3	0	0	6
TMLHE	276	526	0
TMLHE-AS1	0	0	0
TMOD1	0	8	6
TMOD2	94	94	0
TMOD3	40	4	6
TMOD4	4	0	0
TMPO	118	48	4
TMPO-AS1	0	0	0
TMPPE	0	0	2
TMPRSS11A	0	0	0
TMPRSS11B	0	0	0
TMPRSS11BNL	0	0	0
TMPRSS11D	0	0	0
TMPRSS11E	0	0	0
TMPRSS11F	0	0	130
TMPRSS11GP	0	0	0
TMPRSS12	0	0	0
TMPRSS13	0	0	2
TMPRSS15	0	0	0
TMPRSS2	0	0	2
TMPRSS3	0	0	0
TMPRSS4	0	0	4
TMPRSS4-AS1	0	0	0
TMPRSS5	0	0	0
TMPRSS6	0	0	6
TMPRSS7	0	0	0
TMPRSS9	0	28	4
TMSB10	7220	8876	16586
TMSB15A	0	0	104
TMSB15B	0	0	0
TMSB4X	17426	18444	3630
TMSB4Y	178	338	0
TMTC1	126	0	6
TMTC2	88	2	12
TMTC3	6	0	4
TMTC4	0	0	10
TMUB1	0	524	6
TMUB2	628	5778	12
TMX1	66	564	12
TMX2	298	548	252
TMX2-CTNND1	0	0	0
TMX3	28	90	2
TMX4	148	1244	0
TNC	8	0	778
TNF	2	0	0
TNFAIP1	0	0	6
TNFAIP2	1636	2970	36
TNFAIP3	12	94	4
TNFAIP6	4	668	2
TNFAIP8	678	1096	2
TNFAIP8L1	116	670	2
TNFAIP8L2	1030	2026	202
TNFAIP8L2-SCNM1	0	0	0
TNFAIP8L3	0	0	2
TNFRSF10A	0	0	0
TNFRSF10B	2	28	104
TNFRSF10C	466	4808	126
TNFRSF10D	42	0	8
TNFRSF11A	0	0	2
TNFRSF11B	0	0	0
TNFRSF12A	0	0	0
TNFRSF13B	0	0	2
TNFRSF13C	0	0	0
TNFRSF14	560	98	794
TNFRSF17	0	150	0
TNFRSF18	2	4	44
TNFRSF19	0	0	2
TNFRSF1A	1188	2884	722
TNFRSF1B	1050	2452	2550
TNFRSF21	0	0	4
TNFRSF25	44	766	12
TNFRSF4	6	2	72
TNFRSF6B	0	0	0
TNFRSF8	216	584	4
TNFRSF9	4	0	12
TNFSF10	970	5994	304
TNFSF11	0	0	0
TNFSF12	116	186	0
TNFSF12-TNFSF13	0	0	0
TNFSF13	16	572	0
TNFSF13B	2122	4758	168
TNFSF14	52	622	12
TNFSF15	0	0	8
TNFSF18	0	0	0
TNFSF4	0	196	0
